datum,sat,minut,restoran,broj_gostiju,jelo,status,ocena,termin,dan_u_nedelji,mesec
2026-05-10,20,30,Sonic Restaurant,1,Tiramisu,completed,5,2026-05-10 20:30:00,Sunday,May
2026-02-22,19,0,Trpeza Balkana,5,Rižoto sa plodovima mora,confirmed,3,2026-02-22 19:00:00,Sunday,February
2026-06-21,20,30,Stara Srpska Kuća,3,Karađorđeva šnicla,confirmed,4,2026-06-21 20:30:00,Sunday,June
2026-06-09,20,30,Stara Srpska Kuća,2,Grilovani list,completed,4,2026-06-09 20:30:00,Tuesday,June
2026-07-17,19,0,Villa Nova,3,Šopska salata,confirmed,5,2026-07-17 19:00:00,Friday,July
2026-06-09,18,0,Stara Srpska Kuća,2,Domaći sok,completed,4,2026-06-09 18:00:00,Tuesday,June
2026-03-09,12,30,Stara Srpska Kuća,2,Pileći medaljoni,confirmed,4,2026-03-09 12:30:00,Monday,March
2026-07-02,18,30,Villa Nova,3,Grilovani list,completed,5,2026-07-02 18:30:00,Thursday,July
2026-07-22,20,0,Trpeza Balkana,2,Rižoto sa plodovima mora,confirmed,5,2026-07-22 20:00:00,Wednesday,July
2026-07-03,12,30,Trpeza Balkana,1,Grilovani list,confirmed,5,2026-07-03 12:30:00,Friday,July
2026-05-03,18,30,Rustika,2,Grilovani list,completed,5,2026-05-03 18:30:00,Sunday,May
2026-05-25,18,30,Stara Srpska Kuća,5,Pršuta i sir,completed,4,2026-05-25 18:30:00,Monday,May
2026-02-07,12,0,Trpeza Balkana,4,Karađorđeva šnicla,confirmed,4,2026-02-07 12:00:00,Saturday,February
2026-01-24,18,30,Zlatna Ribica,2,Grilovani list,confirmed,4,2026-01-24 18:30:00,Saturday,January
2026-03-10,13,30,Rustika,1,Punjene pečurke,completed,3,2026-03-10 13:30:00,Tuesday,March
2026-04-26,12,30,Zlatna Ribica,2,Karađorđeva šnicla,confirmed,4,2026-04-26 12:30:00,Sunday,April
2026-04-08,13,0,Zlatna Ribica,3,Karađorđeva šnicla,confirmed,5,2026-04-08 13:00:00,Wednesday,April
2026-07-17,12,0,Sonic Restaurant,1,Grilovani list,confirmed,5,2026-07-17 12:00:00,Friday,July
2026-05-19,21,30,Sonic Restaurant,2,Palačinke,confirmed,4,2026-05-19 21:30:00,Tuesday,May
2026-05-24,21,0,Trpeza Balkana,2,Šopska salata,confirmed,5,2026-05-24 21:00:00,Sunday,May
2026-04-07,18,30,Zlatna Ribica,3,Karađorđeva šnicla,cancelled,3,2026-04-07 18:30:00,Tuesday,April
2026-07-20,13,0,Zlatna Ribica,2,Pileći medaljoni,completed,3,2026-07-20 13:00:00,Monday,July
2026-05-04,19,0,Sonic Restaurant,6,Grilovani list,completed,4,2026-05-04 19:00:00,Monday,May
2026-07-06,18,30,Zlatna Ribica,1,Pršuta i sir,completed,4,2026-07-06 18:30:00,Monday,July
2026-03-11,20,0,Trpeza Balkana,2,Šopska salata,completed,3,2026-03-11 20:00:00,Wednesday,March
2026-07-27,13,0,Rustika,2,Palačinke,cancelled,5,2026-07-27 13:00:00,Monday,July
2026-04-03,12,0,Trpeza Balkana,1,Pileći medaljoni,completed,4,2026-04-03 12:00:00,Friday,April
2026-01-03,13,30,Villa Nova,2,Kafa,confirmed,3,2026-01-03 13:30:00,Saturday,January
2026-05-28,21,0,Rustika,1,Domaći sok,completed,5,2026-05-28 21:00:00,Thursday,May
2026-07-06,12,0,Zlatna Ribica,4,Palačinke,confirmed,4,2026-07-06 12:00:00,Monday,July
2026-06-13,20,30,Trpeza Balkana,2,Pršuta i sir,completed,5,2026-06-13 20:30:00,Saturday,June
2026-05-27,13,0,Villa Nova,4,Rižoto sa plodovima mora,completed,4,2026-05-27 13:00:00,Wednesday,May
2026-03-31,20,0,Zlatna Ribica,3,Rižoto sa plodovima mora,cancelled,4,2026-03-31 20:00:00,Tuesday,March
2026-07-14,13,0,Rustika,6,Karađorđeva šnicla,completed,3,2026-07-14 13:00:00,Tuesday,July
2026-05-27,19,0,Trpeza Balkana,4,Grilovani list,confirmed,4,2026-05-27 19:00:00,Wednesday,May
2026-05-28,20,0,Zlatna Ribica,2,Šopska salata,confirmed,3,2026-05-28 20:00:00,Thursday,May
2026-04-06,18,30,Stara Srpska Kuća,3,Pršuta i sir,confirmed,5,2026-04-06 18:30:00,Monday,April
2026-07-18,20,30,Sonic Restaurant,3,Palačinke,confirmed,5,2026-07-18 20:30:00,Saturday,July
2026-02-21,12,0,Villa Nova,3,Karađorđeva šnicla,confirmed,4,2026-02-21 12:00:00,Saturday,February
2026-06-10,20,0,Zlatna Ribica,6,Karađorđeva šnicla,confirmed,4,2026-06-10 20:00:00,Wednesday,June
2026-06-17,12,0,Zlatna Ribica,2,Šopska salata,confirmed,4,2026-06-17 12:00:00,Wednesday,June
2026-05-08,20,30,Villa Nova,4,Rižoto sa plodovima mora,cancelled,5,2026-05-08 20:30:00,Friday,May
2026-02-08,20,30,Zlatna Ribica,5,Karađorđeva šnicla,confirmed,5,2026-02-08 20:30:00,Sunday,February
2026-03-23,20,0,Zlatna Ribica,6,Kafa,confirmed,4,2026-03-23 20:00:00,Monday,March
2026-04-14,12,0,Trpeza Balkana,4,Šopska salata,confirmed,4,2026-04-14 12:00:00,Tuesday,April
2026-05-09,12,30,Trpeza Balkana,2,Rižoto sa plodovima mora,confirmed,3,2026-05-09 12:30:00,Saturday,May
2026-01-11,21,0,Stara Srpska Kuća,1,Baklava,confirmed,4,2026-01-11 21:00:00,Sunday,January
2026-07-04,12,30,Sonic Restaurant,2,Punjene pečurke,completed,3,2026-07-04 12:30:00,Saturday,July
2026-06-27,20,30,Sonic Restaurant,4,Šopska salata,confirmed,3,2026-06-27 20:30:00,Saturday,June
2026-05-31,12,0,Sonic Restaurant,2,Baklava,completed,5,2026-05-31 12:00:00,Sunday,May
2026-06-08,20,30,Zlatna Ribica,1,Karađorđeva šnicla,cancelled,4,2026-06-08 20:30:00,Monday,June
2026-02-11,21,0,Sonic Restaurant,4,Pršuta i sir,confirmed,4,2026-02-11 21:00:00,Wednesday,February
2026-04-09,20,0,Stara Srpska Kuća,1,Karađorđeva šnicla,confirmed,3,2026-04-09 20:00:00,Thursday,April
2026-01-07,18,0,Sonic Restaurant,6,Karađorđeva šnicla,completed,4,2026-01-07 18:00:00,Wednesday,January
2026-05-24,21,0,Stara Srpska Kuća,1,Palačinke,completed,4,2026-05-24 21:00:00,Sunday,May
2026-03-31,21,0,Zlatna Ribica,4,Pileći medaljoni,completed,5,2026-03-31 21:00:00,Tuesday,March
2026-04-22,19,0,Rustika,1,Šopska salata,completed,3,2026-04-22 19:00:00,Wednesday,April
2026-03-01,12,30,Trpeza Balkana,4,Baklava,completed,4,2026-03-01 12:30:00,Sunday,March
2026-04-23,20,30,Sonic Restaurant,2,Tiramisu,completed,3,2026-04-23 20:30:00,Thursday,April
2026-01-02,21,30,Stara Srpska Kuća,4,Palačinke,confirmed,4,2026-01-02 21:30:00,Friday,January
2026-05-09,19,30,Stara Srpska Kuća,4,Pileći medaljoni,confirmed,3,2026-05-09 19:30:00,Saturday,May
2026-02-17,20,0,Zlatna Ribica,1,Rižoto sa plodovima mora,completed,4,2026-02-17 20:00:00,Tuesday,February
2026-05-20,12,30,Stara Srpska Kuća,1,Karađorđeva šnicla,cancelled,5,2026-05-20 12:30:00,Wednesday,May
2026-07-16,12,30,Zlatna Ribica,3,Rižoto sa plodovima mora,cancelled,3,2026-07-16 12:30:00,Thursday,July
2026-02-06,21,30,Stara Srpska Kuća,4,Rižoto sa plodovima mora,cancelled,5,2026-02-06 21:30:00,Friday,February
2026-06-09,19,0,Rustika,6,Pileći medaljoni,completed,5,2026-06-09 19:00:00,Tuesday,June
2026-01-09,20,30,Sonic Restaurant,1,Punjene pečurke,completed,5,2026-01-09 20:30:00,Friday,January
2026-04-09,13,0,Stara Srpska Kuća,2,Domaći sok,completed,4,2026-04-09 13:00:00,Thursday,April
2026-05-27,18,30,Rustika,5,Šopska salata,confirmed,4,2026-05-27 18:30:00,Wednesday,May
2026-02-17,21,0,Sonic Restaurant,6,Pršuta i sir,completed,4,2026-02-17 21:00:00,Tuesday,February
2026-07-27,12,0,Stara Srpska Kuća,2,Rižoto sa plodovima mora,confirmed,5,2026-07-27 12:00:00,Monday,July
2026-05-11,19,30,Zlatna Ribica,2,Karađorđeva šnicla,confirmed,5,2026-05-11 19:30:00,Monday,May
2026-05-28,18,0,Zlatna Ribica,2,Grilovani list,completed,3,2026-05-28 18:00:00,Thursday,May
2026-06-01,20,0,Trpeza Balkana,2,Šopska salata,completed,4,2026-06-01 20:00:00,Monday,June
2026-02-23,20,30,Stara Srpska Kuća,1,Karađorđeva šnicla,confirmed,3,2026-02-23 20:30:00,Monday,February
2026-04-30,20,30,Sonic Restaurant,2,Šopska salata,confirmed,5,2026-04-30 20:30:00,Thursday,April
2026-06-10,19,30,Sonic Restaurant,4,Pršuta i sir,cancelled,4,2026-06-10 19:30:00,Wednesday,June
2026-06-01,21,0,Stara Srpska Kuća,1,Karađorđeva šnicla,completed,4,2026-06-01 21:00:00,Monday,June
2026-04-26,12,0,Rustika,2,Grilovani list,confirmed,5,2026-04-26 12:00:00,Sunday,April
2026-03-16,13,0,Trpeza Balkana,1,Pileći medaljoni,confirmed,5,2026-03-16 13:00:00,Monday,March
2026-04-23,20,30,Sonic Restaurant,5,Rižoto sa plodovima mora,confirmed,5,2026-04-23 20:30:00,Thursday,April
2026-07-19,13,0,Zlatna Ribica,3,Šopska salata,confirmed,4,2026-07-19 13:00:00,Sunday,July
2026-06-13,20,0,Stara Srpska Kuća,5,Šopska salata,confirmed,2,2026-06-13 20:00:00,Saturday,June
2026-06-15,12,0,Rustika,2,Pršuta i sir,completed,4,2026-06-15 12:00:00,Monday,June
2026-04-14,18,0,Stara Srpska Kuća,4,Baklava,confirmed,3,2026-04-14 18:00:00,Tuesday,April
2026-03-25,13,0,Stara Srpska Kuća,5,Pršuta i sir,confirmed,3,2026-03-25 13:00:00,Wednesday,March
2026-04-22,18,0,Zlatna Ribica,4,Domaći sok,confirmed,5,2026-04-22 18:00:00,Wednesday,April
2026-04-09,20,0,Zlatna Ribica,4,Karađorđeva šnicla,completed,3,2026-04-09 20:00:00,Thursday,April
2026-06-02,20,30,Zlatna Ribica,2,Šopska salata,confirmed,4,2026-06-02 20:30:00,Tuesday,June
2026-04-03,13,30,Stara Srpska Kuća,5,Rižoto sa plodovima mora,completed,4,2026-04-03 13:30:00,Friday,April
2026-05-26,21,30,Sonic Restaurant,3,Grilovani list,completed,5,2026-05-26 21:30:00,Tuesday,May
2026-05-08,13,0,Sonic Restaurant,4,Karađorđeva šnicla,completed,4,2026-05-08 13:00:00,Friday,May
2026-04-20,13,0,Stara Srpska Kuća,1,Pileći medaljoni,completed,5,2026-04-20 13:00:00,Monday,April
2026-03-23,19,30,Rustika,3,Karađorđeva šnicla,confirmed,4,2026-03-23 19:30:00,Monday,March
2026-07-13,13,0,Stara Srpska Kuća,1,Karađorđeva šnicla,completed,3,2026-07-13 13:00:00,Monday,July
2026-02-23,21,30,Sonic Restaurant,5,Kafa,completed,3,2026-02-23 21:30:00,Monday,February
2026-06-12,13,0,Trpeza Balkana,2,Baklava,confirmed,4,2026-06-12 13:00:00,Friday,June
2026-07-27,21,0,Stara Srpska Kuća,2,Šopska salata,completed,4,2026-07-27 21:00:00,Monday,July
2026-07-08,20,30,Zlatna Ribica,2,Baklava,cancelled,5,2026-07-08 20:30:00,Wednesday,July
2026-06-18,18,30,Rustika,3,Domaći sok,confirmed,5,2026-06-18 18:30:00,Thursday,June
2026-06-10,18,30,Stara Srpska Kuća,1,Pršuta i sir,completed,5,2026-06-10 18:30:00,Wednesday,June
2026-03-09,19,30,Rustika,6,Grilovani list,cancelled,4,2026-03-09 19:30:00,Monday,March
2026-02-02,20,30,Zlatna Ribica,3,Palačinke,completed,5,2026-02-02 20:30:00,Monday,February
2026-05-22,20,0,Sonic Restaurant,4,Šopska salata,completed,5,2026-05-22 20:00:00,Friday,May
2026-01-21,19,0,Sonic Restaurant,2,Rižoto sa plodovima mora,confirmed,4,2026-01-21 19:00:00,Wednesday,January
2026-02-17,21,0,Sonic Restaurant,1,Pileći medaljoni,confirmed,4,2026-02-17 21:00:00,Tuesday,February
2026-05-28,12,30,Trpeza Balkana,2,Rižoto sa plodovima mora,completed,3,2026-05-28 12:30:00,Thursday,May
2026-05-08,20,30,Trpeza Balkana,4,Tiramisu,completed,4,2026-05-08 20:30:00,Friday,May
2026-05-16,20,30,Rustika,4,Rižoto sa plodovima mora,cancelled,5,2026-05-16 20:30:00,Saturday,May
2026-05-15,20,30,Villa Nova,1,Domaći sok,confirmed,4,2026-05-15 20:30:00,Friday,May
2026-07-14,20,30,Trpeza Balkana,1,Palačinke,completed,4,2026-07-14 20:30:00,Tuesday,July
2026-05-25,12,30,Zlatna Ribica,5,Pršuta i sir,confirmed,3,2026-05-25 12:30:00,Monday,May
2026-05-08,12,0,Sonic Restaurant,2,Pršuta i sir,confirmed,5,2026-05-08 12:00:00,Friday,May
2026-02-02,13,0,Zlatna Ribica,3,Rižoto sa plodovima mora,confirmed,4,2026-02-02 13:00:00,Monday,February
2026-06-25,12,0,Stara Srpska Kuća,4,Karađorđeva šnicla,confirmed,4,2026-06-25 12:00:00,Thursday,June
2026-07-23,13,0,Trpeza Balkana,5,Karađorđeva šnicla,confirmed,4,2026-07-23 13:00:00,Thursday,July
2026-07-06,13,0,Sonic Restaurant,4,Šopska salata,confirmed,3,2026-07-06 13:00:00,Monday,July
2026-04-25,20,30,Stara Srpska Kuća,2,Pileći medaljoni,confirmed,5,2026-04-25 20:30:00,Saturday,April
2026-04-29,20,30,Stara Srpska Kuća,2,Karađorđeva šnicla,cancelled,4,2026-04-29 20:30:00,Wednesday,April
2026-01-22,20,30,Sonic Restaurant,1,Grilovani list,completed,4,2026-01-22 20:30:00,Thursday,January
2026-06-07,20,30,Zlatna Ribica,6,Tiramisu,confirmed,3,2026-06-07 20:30:00,Sunday,June
2026-02-07,19,30,Sonic Restaurant,2,Rižoto sa plodovima mora,completed,4,2026-02-07 19:30:00,Saturday,February
2026-04-19,12,30,Zlatna Ribica,2,Palačinke,completed,4,2026-04-19 12:30:00,Sunday,April
2026-02-20,20,0,Sonic Restaurant,6,Grilovani list,completed,3,2026-02-20 20:00:00,Friday,February
2026-07-01,18,30,Trpeza Balkana,2,Pileći medaljoni,confirmed,3,2026-07-01 18:30:00,Wednesday,July
2026-01-08,13,30,Stara Srpska Kuća,5,Karađorđeva šnicla,completed,4,2026-01-08 13:30:00,Thursday,January
2026-01-27,21,30,Stara Srpska Kuća,2,Pileći medaljoni,cancelled,4,2026-01-27 21:30:00,Tuesday,January
2026-01-27,21,30,Zlatna Ribica,2,Pršuta i sir,confirmed,4,2026-01-27 21:30:00,Tuesday,January
2026-01-21,20,0,Sonic Restaurant,2,Grilovani list,cancelled,4,2026-01-21 20:00:00,Wednesday,January
2026-01-30,12,0,Stara Srpska Kuća,1,Pršuta i sir,completed,5,2026-01-30 12:00:00,Friday,January
2026-04-07,19,30,Sonic Restaurant,2,Pršuta i sir,cancelled,4,2026-04-07 19:30:00,Tuesday,April
2026-01-28,18,0,Stara Srpska Kuća,5,Punjene pečurke,confirmed,5,2026-01-28 18:00:00,Wednesday,January
2026-04-21,21,0,Zlatna Ribica,6,Šopska salata,confirmed,3,2026-04-21 21:00:00,Tuesday,April
2026-07-11,12,30,Sonic Restaurant,2,Grilovani list,confirmed,4,2026-07-11 12:30:00,Saturday,July
2026-07-16,21,30,Zlatna Ribica,4,Pršuta i sir,cancelled,5,2026-07-16 21:30:00,Thursday,July
2026-03-02,20,30,Rustika,3,Vino kuće,confirmed,4,2026-03-02 20:30:00,Monday,March
2026-02-17,12,30,Sonic Restaurant,2,Palačinke,completed,3,2026-02-17 12:30:00,Tuesday,February
2026-05-27,20,30,Villa Nova,6,Tiramisu,confirmed,5,2026-05-27 20:30:00,Wednesday,May
2026-01-04,12,0,Zlatna Ribica,4,Rižoto sa plodovima mora,confirmed,4,2026-01-04 12:00:00,Sunday,January
2026-02-04,19,30,Zlatna Ribica,1,Šopska salata,confirmed,5,2026-02-04 19:30:00,Wednesday,February
2026-07-11,20,30,Trpeza Balkana,3,Pršuta i sir,confirmed,2,2026-07-11 20:30:00,Saturday,July
2026-02-18,20,30,Trpeza Balkana,4,Karađorđeva šnicla,cancelled,5,2026-02-18 20:30:00,Wednesday,February
2026-01-17,20,0,Zlatna Ribica,2,Baklava,confirmed,5,2026-01-17 20:00:00,Saturday,January
2026-06-21,21,30,Sonic Restaurant,5,Punjene pečurke,completed,5,2026-06-21 21:30:00,Sunday,June
2026-06-07,21,30,Stara Srpska Kuća,3,Karađorđeva šnicla,completed,5,2026-06-07 21:30:00,Sunday,June
2026-02-15,20,30,Stara Srpska Kuća,6,Karađorđeva šnicla,completed,4,2026-02-15 20:30:00,Sunday,February
2026-04-27,20,0,Sonic Restaurant,6,Baklava,completed,4,2026-04-27 20:00:00,Monday,April
2026-01-06,12,30,Sonic Restaurant,6,Karađorđeva šnicla,confirmed,5,2026-01-06 12:30:00,Tuesday,January
2026-04-09,19,30,Sonic Restaurant,1,Karađorđeva šnicla,confirmed,4,2026-04-09 19:30:00,Thursday,April
2026-05-04,13,30,Stara Srpska Kuća,2,Rižoto sa plodovima mora,completed,4,2026-05-04 13:30:00,Monday,May
2026-02-06,13,0,Trpeza Balkana,2,Karađorđeva šnicla,confirmed,3,2026-02-06 13:00:00,Friday,February
2026-01-24,18,30,Rustika,2,Palačinke,confirmed,4,2026-01-24 18:30:00,Saturday,January
2026-04-03,21,30,Villa Nova,6,Pileći medaljoni,confirmed,5,2026-04-03 21:30:00,Friday,April
2026-02-15,13,30,Sonic Restaurant,4,Pršuta i sir,completed,3,2026-02-15 13:30:00,Sunday,February
2026-06-30,12,0,Trpeza Balkana,1,Tiramisu,confirmed,5,2026-06-30 12:00:00,Tuesday,June
2026-04-05,20,30,Rustika,6,Pileći medaljoni,confirmed,3,2026-04-05 20:30:00,Sunday,April
2026-04-09,18,30,Sonic Restaurant,4,Rižoto sa plodovima mora,confirmed,4,2026-04-09 18:30:00,Thursday,April
2026-07-07,13,30,Sonic Restaurant,2,Baklava,cancelled,4,2026-07-07 13:30:00,Tuesday,July
2026-04-26,20,0,Villa Nova,2,Rižoto sa plodovima mora,confirmed,5,2026-04-26 20:00:00,Sunday,April
2026-07-10,19,0,Zlatna Ribica,2,Grilovani list,completed,4,2026-07-10 19:00:00,Friday,July
2026-06-09,19,30,Sonic Restaurant,4,Šopska salata,completed,3,2026-06-09 19:30:00,Tuesday,June
2026-06-10,12,0,Stara Srpska Kuća,2,Baklava,completed,4,2026-06-10 12:00:00,Wednesday,June
2026-03-08,21,0,Stara Srpska Kuća,2,Baklava,confirmed,5,2026-03-08 21:00:00,Sunday,March
2026-05-08,20,0,Rustika,5,Domaći sok,completed,4,2026-05-08 20:00:00,Friday,May
2026-01-18,12,30,Zlatna Ribica,2,Šopska salata,confirmed,3,2026-01-18 12:30:00,Sunday,January
2026-01-25,18,30,Sonic Restaurant,5,Šopska salata,confirmed,4,2026-01-25 18:30:00,Sunday,January
2026-02-23,18,0,Stara Srpska Kuća,1,Baklava,completed,4,2026-02-23 18:00:00,Monday,February
2026-02-27,20,0,Zlatna Ribica,3,Karađorđeva šnicla,completed,4,2026-02-27 20:00:00,Friday,February
2026-03-08,20,0,Zlatna Ribica,6,Rižoto sa plodovima mora,completed,4,2026-03-08 20:00:00,Sunday,March
2026-04-14,19,30,Stara Srpska Kuća,1,Šopska salata,cancelled,5,2026-04-14 19:30:00,Tuesday,April
2026-06-23,19,30,Rustika,2,Pršuta i sir,confirmed,5,2026-06-23 19:30:00,Tuesday,June
2026-01-24,21,0,Stara Srpska Kuća,4,Karađorđeva šnicla,cancelled,4,2026-01-24 21:00:00,Saturday,January
2026-04-24,21,0,Sonic Restaurant,5,Grilovani list,confirmed,4,2026-04-24 21:00:00,Friday,April
2026-02-01,19,0,Trpeza Balkana,2,Rižoto sa plodovima mora,completed,4,2026-02-01 19:00:00,Sunday,February
2026-06-24,19,0,Stara Srpska Kuća,3,Pršuta i sir,completed,5,2026-06-24 19:00:00,Wednesday,June
2026-03-27,21,30,Rustika,4,Baklava,confirmed,5,2026-03-27 21:30:00,Friday,March
2026-05-31,20,0,Trpeza Balkana,1,Tiramisu,confirmed,4,2026-05-31 20:00:00,Sunday,May
2026-07-13,19,30,Trpeza Balkana,4,Šopska salata,completed,3,2026-07-13 19:30:00,Monday,July
2026-05-07,21,0,Stara Srpska Kuća,5,Baklava,confirmed,4,2026-05-07 21:00:00,Thursday,May
2026-06-04,12,0,Stara Srpska Kuća,5,Pileći medaljoni,confirmed,3,2026-06-04 12:00:00,Thursday,June
2026-05-10,12,0,Sonic Restaurant,6,Rižoto sa plodovima mora,confirmed,3,2026-05-10 12:00:00,Sunday,May
2026-01-17,18,0,Zlatna Ribica,4,Rižoto sa plodovima mora,completed,5,2026-01-17 18:00:00,Saturday,January
2026-04-14,13,0,Trpeza Balkana,4,Pršuta i sir,confirmed,5,2026-04-14 13:00:00,Tuesday,April
2026-06-10,21,30,Rustika,2,Karađorđeva šnicla,confirmed,2,2026-06-10 21:30:00,Wednesday,June
2026-05-17,12,0,Trpeza Balkana,2,Pršuta i sir,confirmed,4,2026-05-17 12:00:00,Sunday,May
2026-02-12,13,0,Villa Nova,2,Punjene pečurke,confirmed,4,2026-02-12 13:00:00,Thursday,February
2026-06-25,19,0,Trpeza Balkana,2,Rižoto sa plodovima mora,cancelled,4,2026-06-25 19:00:00,Thursday,June
2026-02-08,20,30,Sonic Restaurant,5,Tiramisu,cancelled,2,2026-02-08 20:30:00,Sunday,February
2026-06-19,21,30,Stara Srpska Kuća,1,Pršuta i sir,confirmed,4,2026-06-19 21:30:00,Friday,June
2026-01-26,19,30,Trpeza Balkana,2,Karađorđeva šnicla,completed,4,2026-01-26 19:30:00,Monday,January
2026-04-09,21,30,Stara Srpska Kuća,2,Pileći medaljoni,completed,3,2026-04-09 21:30:00,Thursday,April
2026-02-19,18,0,Stara Srpska Kuća,1,Punjene pečurke,completed,5,2026-02-19 18:00:00,Thursday,February
2026-06-02,12,0,Zlatna Ribica,2,Rižoto sa plodovima mora,completed,5,2026-06-02 12:00:00,Tuesday,June
2026-06-01,20,0,Rustika,3,Karađorđeva šnicla,confirmed,3,2026-06-01 20:00:00,Monday,June
2026-01-13,13,30,Stara Srpska Kuća,4,Pršuta i sir,completed,5,2026-01-13 13:30:00,Tuesday,January
2026-03-01,19,0,Trpeza Balkana,6,Tiramisu,confirmed,4,2026-03-01 19:00:00,Sunday,March
2026-05-15,13,0,Rustika,6,Pileći medaljoni,confirmed,5,2026-05-15 13:00:00,Friday,May
2026-02-26,19,30,Sonic Restaurant,6,Palačinke,completed,3,2026-02-26 19:30:00,Thursday,February
2026-02-05,19,30,Stara Srpska Kuća,1,Baklava,completed,4,2026-02-05 19:30:00,Thursday,February
2026-06-22,21,30,Stara Srpska Kuća,6,Karađorđeva šnicla,confirmed,3,2026-06-22 21:30:00,Monday,June
2026-01-20,20,0,Trpeza Balkana,5,Punjene pečurke,completed,4,2026-01-20 20:00:00,Tuesday,January
2026-03-06,18,0,Trpeza Balkana,2,Rižoto sa plodovima mora,completed,3,2026-03-06 18:00:00,Friday,March
2026-01-08,20,30,Rustika,1,Grilovani list,cancelled,3,2026-01-08 20:30:00,Thursday,January
2026-05-24,20,0,Zlatna Ribica,1,Punjene pečurke,completed,3,2026-05-24 20:00:00,Sunday,May
2026-05-22,20,30,Stara Srpska Kuća,4,Šopska salata,confirmed,3,2026-05-22 20:30:00,Friday,May
2026-07-23,20,30,Stara Srpska Kuća,6,Karađorđeva šnicla,completed,4,2026-07-23 20:30:00,Thursday,July
2026-04-25,12,0,Trpeza Balkana,4,Palačinke,confirmed,3,2026-04-25 12:00:00,Saturday,April
2026-05-23,21,30,Stara Srpska Kuća,3,Šopska salata,confirmed,4,2026-05-23 21:30:00,Saturday,May
2026-04-02,18,30,Sonic Restaurant,2,Tiramisu,confirmed,5,2026-04-02 18:30:00,Thursday,April
2026-04-08,13,30,Sonic Restaurant,1,Grilovani list,completed,3,2026-04-08 13:30:00,Wednesday,April
2026-03-07,12,0,Stara Srpska Kuća,2,Tiramisu,completed,4,2026-03-07 12:00:00,Saturday,March
2026-02-01,13,30,Stara Srpska Kuća,1,Rižoto sa plodovima mora,cancelled,4,2026-02-01 13:30:00,Sunday,February
2026-07-10,20,30,Sonic Restaurant,2,Karađorđeva šnicla,completed,4,2026-07-10 20:30:00,Friday,July
2026-03-27,13,30,Stara Srpska Kuća,4,Šopska salata,confirmed,2,2026-03-27 13:30:00,Friday,March
2026-02-20,20,30,Stara Srpska Kuća,5,Punjene pečurke,confirmed,3,2026-02-20 20:30:00,Friday,February
2026-06-02,12,30,Trpeza Balkana,2,Pršuta i sir,confirmed,5,2026-06-02 12:30:00,Tuesday,June
2026-07-05,21,30,Rustika,6,Pileći medaljoni,completed,4,2026-07-05 21:30:00,Sunday,July
2026-03-04,20,30,Stara Srpska Kuća,3,Karađorđeva šnicla,completed,4,2026-03-04 20:30:00,Wednesday,March
2026-07-09,20,0,Trpeza Balkana,4,Pršuta i sir,cancelled,3,2026-07-09 20:00:00,Thursday,July
2026-05-05,18,0,Sonic Restaurant,5,Rižoto sa plodovima mora,completed,5,2026-05-05 18:00:00,Tuesday,May
2026-05-30,19,30,Zlatna Ribica,2,Pršuta i sir,completed,3,2026-05-30 19:30:00,Saturday,May
2026-02-27,21,0,Rustika,2,Rižoto sa plodovima mora,completed,3,2026-02-27 21:00:00,Friday,February
2026-02-27,21,0,Trpeza Balkana,2,Domaći sok,completed,3,2026-02-27 21:00:00,Friday,February
2026-03-27,12,30,Rustika,3,Pršuta i sir,completed,5,2026-03-27 12:30:00,Friday,March
2026-02-18,20,0,Stara Srpska Kuća,1,Šopska salata,completed,4,2026-02-18 20:00:00,Wednesday,February
2026-06-29,20,30,Stara Srpska Kuća,2,Tiramisu,completed,5,2026-06-29 20:30:00,Monday,June
2026-06-19,13,30,Rustika,6,Pršuta i sir,completed,5,2026-06-19 13:30:00,Friday,June
